"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","responses","test_part","stim_type","correct_response","correct"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","549","369457","0.0-3.0-0.273","","fixation","","",""
"649","Set1/038a.jpg","79","image-keyboard-response","550","370108","0.0-3.0-1.273","","","Repeat","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","551","370611","0.0-3.0-0.274","","fixation","","",""
"654","Set1/066a.jpg","79","image-keyboard-response","552","371267","0.0-3.0-1.274","","","Repeat","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","553","371770","0.0-3.0-0.275","","fixation","","",""
"504","Set1/099a.jpg","79","image-keyboard-response","554","372276","0.0-3.0-1.275","","","Update","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","555","372777","0.0-3.0-0.276","","fixation","","",""
"522","Set1/126a.jpg","79","image-keyboard-response","556","373299","0.0-3.0-1.276","","","Update","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","557","373802","0.0-3.0-0.277","","fixation","","",""
"672","Set1/009a.jpg","78","image-keyboard-response","558","374475","0.0-3.0-1.277","","","Set_1_Only","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","559","374977","0.0-3.0-0.278","","fixation","","",""
"446","Set1/046a.jpg","78","image-keyboard-response","560","375424","0.0-3.0-1.278","","","Repeat","n","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","561","375925","0.0-3.0-0.279","","fixation","","",""
"558","Set1/039a.jpg","79","image-keyboard-response","562","376483","0.0-3.0-1.279","","","Repeat","o","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","563","376989","0.0-3.0-0.280","","fixation","","",""
"758","Set1/001a.jpg","79","image-keyboard-response","564","377747","0.0-3.0-1.280","","","Set_1_Only","o","true"
